Games,Event,Team,Pos,Medal,As,athlete_id,NOC,Discipline,Nationality
2026 Winter Olympics,"Halfpipe, Men",,1,Gold,Alex Ferreira,138294,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Halfpipe, Men",,4,,Nick Goepper,128711,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Halfpipe, Men",,5,,Birk Irving,2302026,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Halfpipe, Men",,10,,Hunter Hess,157269,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Slopestyle, Men",,2,Silver,Alex Hall,138295,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Big Air, Men",,26,,Alex Hall,138295,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Slopestyle, Men",,9,,Konnor Ralph,157273,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Big Air, Men",,5,,Konnor Ralph,157273,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Slopestyle, Men",,11,,Mac Forehand,149099,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Big Air, Men",,2,Silver,Mac Forehand,149099,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Slopestyle, Men",,28,,Troy Podmilsak,157272,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Big Air, Men",,4,,Troy Podmilsak,157272,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Moguls, Women",,1,Gold,Liz Lemley,1806313,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Dual Moguls, Women",,3,Bronze,Liz Lemley,1806313,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Moguls, Women",,2,Silver,Jaelin Kauf,138286,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Dual Moguls, Women",,2,Silver,Jaelin Kauf,138286,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Moguls, Women",,9,,Olivia Giaccio,149091,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Dual Moguls, Women",,6,,Olivia Giaccio,149091,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Moguls, Women",,10,,Tess Johnson,138285,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Dual Moguls, Women",,5,,Tess Johnson,138285,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Team Aerials, Mixed",United States,1,Gold,Kaila Kuhn,149093,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Aerials, Women",,5,,Kaila Kuhn,149093,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Aerials, Women",,6,,Winter Vinecki,149098,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Aerials, Women",,11,,Tasia Tanner,157219,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Aerials, Women",,14,,Kyra Dossa,157214,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Halfpipe, Women",,10,,Kate Gray,1805937,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Halfpipe, Women",,11,,Svea Irving,157217,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Halfpipe, Women",,15,,Abby Winterberger,157220,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Halfpipe, Women",,18,,Riley Jacobs,140320,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Slopestyle, Women",,11,,Avery Krumme,157218,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Big Air, Women",,19,,Avery Krumme,157218,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Slopestyle, Women",,15,,Grace Henderson,157216,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Big Air, Women",,14,,Grace Henderson,157216,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Slopestyle, Women",,16,,Marin Hamill,149092,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Big Air, Women",,22,,Marin Hamill,149092,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Slopestyle, Women",,DNS,,Rell Harwood,157215,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Big Air, Women",,23,,Rell Harwood,157215,USA,Freestyle Skiing ( Skiing ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Kirsten Simms,157237,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Kelly Pannek,138317,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Grace Zumwinkle,149121,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Hayley Scamurra,149120,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Britta Curl-Salemme,157228,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Hilary Knight,119215,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Tessa Janecke,157234,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Hannah Bilka,157227,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Joy Dunne,157229,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Alex Carpenter,128729,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Kendall Coyne Schofield,128730,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Taylor Heise,157233,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Abbey Murphy,149118,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Lee Stecklein,128737,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Cayla Barnes,138310,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Caroline Harvey,149117,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Megan Keller,138315,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Rory Guilday,157232,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Haley Winn,157238,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Laila Edwards,157230,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Ava McNaughton,157235,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Aerin Frankel,157231,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Ice Hockey, Women",United States,1,Gold,Gwyneth Philips,157236,USA,Ice Hockey ( Ice Hockey ),
2026 Winter Olympics,"Singles, Men",,11,,Jonathan Gustafson,149147,USA,Luge,
2026 Winter Olympics,"Team Relay, Mixed",United States,5,,Jonathan Gustafson,149147,USA,Luge,
2026 Winter Olympics,"Singles, Men",,20,,Matthew Greiner,139817,USA,Luge,
2026 Winter Olympics,"Doubles, Men",Ansel Haugsjaa,6,,Marcus Mueller,157304,USA,Luge,
2026 Winter Olympics,"Team Relay, Mixed",Ansel Haugsjaa,5,,Marcus Mueller,157304,USA,Luge,
2026 Winter Olympics,"Doubles, Men",Marcus Mueller,6,,Ansel Haugsjaa,157303,USA,Luge,
2026 Winter Olympics,"Team Relay, Mixed",Marcus Mueller,5,,Ansel Haugsjaa,157303,USA,Luge,
2026 Winter Olympics,"Doubles, Men",Sean Hollander,8,,Zachary DiGregorio,149146,USA,Luge,
2026 Winter Olympics,"Doubles, Men",Zachary DiGregorio,8,,Sean Hollander,149148,USA,Luge,
2026 Winter Olympics,"Singles, Women",,3,Bronze,Ashley Farquharson,2302054,USA,Luge,
2026 Winter Olympics,"Team Relay, Mixed",United States,5,,Ashley Farquharson,2302054,USA,Luge,
2026 Winter Olympics,"Singles, Women",,12,,Emily Fischnaller,138347,USA,Luge,
2026 Winter Olympics,"Singles, Women",,14,,Summer Britcher,128750,USA,Luge,
2026 Winter Olympics,"Doubles, Women",Sophia Kirkby,5,,Chevonne Forgan,157239,USA,Luge,
2026 Winter Olympics,"Team Relay, Mixed",Sophia Kirkby,5,,Chevonne Forgan,157239,USA,Luge,
2026 Winter Olympics,"Doubles, Women",Chevonne Forgan,5,,Sophia Kirkby,157240,USA,Luge,
2026 Winter Olympics,"Team Relay, Mixed",Chevonne Forgan,5,,Sophia Kirkby,157240,USA,Luge,
2026 Winter Olympics,"Normal Hill / 10 km, Individual, Men",,17,,Ben Loomis,138353,USA,Nordic Combined ( Skiing ),
2026 Winter Olympics,"Large Hill / 10 km, Individual, Men",,27,,Ben Loomis,138353,USA,Nordic Combined ( Skiing ),
2026 Winter Olympics,"Team, Men",Niklas Malacinski,7,,Ben Loomis,138353,USA,Nordic Combined ( Skiing ),
2026 Winter Olympics,"Normal Hill / 10 km, Individual, Men",,18,,Niklas Malacinski,139843,USA,Nordic Combined ( Skiing ),
2026 Winter Olympics,"Large Hill / 10 km, Individual, Men",,13,,Niklas Malacinski,139843,USA,Nordic Combined ( Skiing ),
2026 Winter Olympics,"Team, Men",Ben Loomis,7,,Niklas Malacinski,139843,USA,Nordic Combined ( Skiing ),
2026 Winter Olympics,"500 metres, Men",,13,,Andrew Heo,149170,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"2,000 metres Relay, Mixed",United States,8,,Andrew Heo,149170,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Men",,11,,Andrew Heo,149170,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"500 metres, Men",,=29,,Brandon Kim,157316,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"2,000 metres Relay, Mixed",United States,8,,Brandon Kim,157316,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Men",,=31,,Brandon Kim,157316,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Men",,15,,Brandon Kim,157316,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Men",,16,,Clayton DeClemente,157315,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Men",,32,,Clayton DeClemente,157315,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"500 metres, Women",,9,,Kristen Santos-Griswold,149168,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"2,000 metres Relay, Mixed",United States,8,,Kristen Santos-Griswold,149168,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Women",,12,,Kristen Santos-Griswold,149168,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Women",,=33,,Kristen Santos-Griswold,149168,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"3,000 metres Relay, Women",United States,8,,Kristen Santos-Griswold,149168,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"500 metres, Women",,16,,Julie Letai,149167,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"2,000 metres Relay, Mixed",United States,8,,Julie Letai,149167,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Women",,28,,Julie Letai,149167,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"3,000 metres Relay, Women",United States,8,,Julie Letai,149167,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"500 metres, Women",,31,,Corie Stoddard,149169,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"2,000 metres Relay, Mixed",United States,8,,Corie Stoddard,149169,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Women",,24,,Corie Stoddard,149169,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Women",,3,Bronze,Corie Stoddard,149169,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"3,000 metres Relay, Women",United States,8,,Corie Stoddard,149169,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Women",,23,,Kamryn Lute,157250,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"3,000 metres Relay, Women",United States,8,,Kamryn Lute,157250,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"3,000 metres Relay, Women",United States,8,,Eunice Lee,149166,USA,Short Track Speed Skating ( Skating ),
2026 Winter Olympics,"Skeleton, Men",,12,,Austin Florian,157310,USA,Skeleton ( Bobsleigh ),
2026 Winter Olympics,"Team, Mixed",Mystique Ro,7,,Austin Florian,157310,USA,Skeleton ( Bobsleigh ),
2026 Winter Olympics,"Skeleton, Men",,20,,Dan Barefoot,157309,USA,Skeleton ( Bobsleigh ),
2026 Winter Olympics,"Team, Mixed",Kelly Curtis,10,,Dan Barefoot,157309,USA,Skeleton ( Bobsleigh ),
2026 Winter Olympics,"Skeleton, Women",,12,,Kelly Curtis,149159,USA,Skeleton ( Bobsleigh ),
2026 Winter Olympics,"Team, Mixed",Dan Barefoot,10,,Kelly Curtis,149159,USA,Skeleton ( Bobsleigh ),
2026 Winter Olympics,"Skeleton, Women",,15,,Mystique Ro,157247,USA,Skeleton ( Bobsleigh ),
2026 Winter Olympics,"Team, Mixed",Austin Florian,7,,Mystique Ro,157247,USA,Skeleton ( Bobsleigh ),
2026 Winter Olympics,"Normal Hill, Individual, Men",,20,,Jason Colby,1805696,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Normal Hill, Team, Mixed",United States,7,,Jason Colby,1805696,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Large Hill, Individual, Men",,31,,Jason Colby,1805696,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Normal Hill, Individual, Men",,=21,,Tate Frantz,157308,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Normal Hill, Team, Mixed",United States,7,,Tate Frantz,157308,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Large Hill, Individual, Men",,19,,Tate Frantz,157308,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Super Team, Men",Kevin Bickner,8,,Tate Frantz,157308,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Normal Hill, Individual, Men",,33,,Kevin Bickner,138357,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Large Hill, Individual, Men",,20,,Kevin Bickner,138357,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Super Team, Men",Tate Frantz,8,,Kevin Bickner,138357,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Normal Hill, Individual, Women",,21,,Annika Belshaw,140047,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Normal Hill, Team, Mixed",United States,7,,Annika Belshaw,140047,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Large Hill, Individual, Women",,DQ,,Annika Belshaw,140047,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Normal Hill, Individual, Women",,23,,Paige Jones,140024,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Normal Hill, Team, Mixed",United States,7,,Paige Jones,140024,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Large Hill, Individual, Women",,28,,Paige Jones,140024,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Normal Hill, Individual, Women",,27,,Josie Johnson,1806097,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Large Hill, Individual, Women",,29,,Josie Johnson,1806097,USA,Ski Jumping ( Skiing ),
2026 Winter Olympics,"Sprint, Men",,11,,Cam Smith,157311,USA,Ski Mountaineering,
2026 Winter Olympics,"Relay, Mixed",Anna Gibson,4,,Cam Smith,157311,USA,Ski Mountaineering,
2026 Winter Olympics,"Relay, Mixed",Cam Smith,4,,Anna Gibson,157248,USA,Ski Mountaineering,
2026 Winter Olympics,"Sprint, Women",,9,,Anna Gibson,157248,USA,Ski Mountaineering,
2026 Winter Olympics,"Parallel Giant Slalom, Men",,21,,Cody Winters,149156,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Cross, Men",,22,,Cody Winters,149156,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Slopestyle, Men",,3,Bronze,Jake Canter,157306,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Big Air, Men",,15,,Jake Canter,157306,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Slopestyle, Men",,6,,Red Gerard,138371,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Big Air, Men",,20,,Red Gerard,138371,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Slopestyle, Men",,9,,Oliver Martin,1806403,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Big Air, Men",,4,,Oliver Martin,1806403,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Slopestyle, Men",,26,,Sean FitzSimons,149154,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Big Air, Men",,25,,Sean FitzSimons,149154,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Halfpipe, Men",,8,,Jake Pates,138376,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Halfpipe, Men",,10,,Alessandro Barbieri,1805512,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Halfpipe, Men",,11,,Chase Josey,138372,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Halfpipe, Men",,15,,Chase Blackwell,157305,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Team Cross, Mixed",Faye Thelen,15,,Nick Baumgartner,119606,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Cross, Men",,7,,Nick Baumgartner,119606,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Cross, Men",,11,,Jake Vedder,2302065,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Team Cross, Mixed",Stacy Gaskill,14,,Nathan Pare,157307,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Cross, Men",,16,,Nathan Pare,157307,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Parallel Giant Slalom, Women",,30,,Iris Pflum,157245,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Slopestyle, Women",,6,,Jess Perlmutter,157244,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Big Air, Women",,23,,Jess Perlmutter,157244,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Slopestyle, Women",,11,,Lily Dhawornvej,157241,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Big Air, Women",,20,,Lily Dhawornvej,157241,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Slopestyle, Women",,25,,Hahna Norman,157243,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Big Air, Women",,28,,Hahna Norman,157243,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Halfpipe, Women",,2,Silver,Chloe Kim,138361,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Halfpipe, Women",,8,,Bea Kim,157242,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Halfpipe, Women",,12,,Maddie Mastro,138365,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Halfpipe, Women",,15,,Maddy Schaffrick,157246,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Team Cross, Mixed",Nick Baumgartner,15,,Faye Thelen,119570,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Cross, Women",,7,,Faye Thelen,119570,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Team Cross, Mixed",Nathan Pare,14,,Stacy Gaskill,149151,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Cross, Women",,14,,Stacy Gaskill,149151,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Cross, Women",,18,,Hanna Percy,1806639,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"Cross, Women",,19,,Bri Schnorrbusch,1806837,USA,Snowboarding ( Skiing ),
2026 Winter Olympics,"500 metres, Men",,1,Gold,Jordan Stolz,140168,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Men",,1,Gold,Jordan Stolz,140168,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Men",,2,Silver,Jordan Stolz,140168,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Mass Start, Men",,4,,Jordan Stolz,140168,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"500 metres, Men",,22,,Cooper McLeod,157313,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Men",,19,,Cooper McLeod,157313,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"500 metres, Men",,27,,Zach Stoppelmoor,157314,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Men",,9,,Conor McDermott-Mostowy,157312,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Men",,25,,Emery Lehman,128783,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Team Pursuit (8 laps), Men",United States,2,Silver,Emery Lehman,128783,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Men",,29,,Casey Dawson,149164,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"5,000 metres, Men",,8,,Casey Dawson,149164,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"10,000 metres, Men",,DNS,,Casey Dawson,149164,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Team Pursuit (8 laps), Men",United States,2,Silver,Casey Dawson,149164,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Mass Start, Men",,20,,Ethan Cepuran,149163,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Team Pursuit (8 laps), Men",United States,2,Silver,Ethan Cepuran,149163,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"500 metres, Women",,5,,Erin Jackson,138378,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Women",,6,,Erin Jackson,138378,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"500 metres, Women",,28,,Sarah Warren,2301021,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,000 metres, Women",,4,,Brittany Bowe,128778,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Women",,4,,Brittany Bowe,128778,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Team Pursuit (6 laps), Women",United States,4,,Brittany Bowe,128778,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"1,500 metres, Women",,29,,Greta Myers,157249,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"3,000 metres, Women",,20,,Greta Myers,157249,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Mass Start, Women",,12,,Greta Myers,157249,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Team Pursuit (6 laps), Women",United States,4,,Greta Myers,157249,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Mass Start, Women",,3,Bronze,Mia Manganello-Kilburg,138379,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Team Pursuit (6 laps), Women",United States,4,,Mia Manganello-Kilburg,138379,USA,Speed Skating ( Skating ),
2026 Winter Olympics,"Team Pursuit (6 laps), Women",United States,4,,Giorgia Birkeland,149161,USA,Speed Skating ( Skating ),
